site	layer	kind	component	max_ci_alive_in	kl_full	kl_integer	integer_share_of_kl	top_token	p_before	p_after	top_tokens
layers.22.self_attn.o_proj	22	self_attn.o_proj	410	0.01758	0.0002695	0.0002212	0.821	' '	0.04154	0.04155	' ' 0.0415->0.0415; '???' 0.00613->0.00613; '?\n' 0.0752->0.0752; '____' 0.00488->0.00488; '?\n' 0.00811->0.00811
layers.22.self_attn.o_proj	22	self_attn.o_proj	418	1	0.0002708	0.0002193	0.81	'?\n'	0.07516	0.07521	'?\n' 0.0752->0.0752; ' ' 0.0415->0.0415; '?' 0.00996->0.00995; '____' 0.00488->0.00487; '???' 0.00613->0.00613
layers.22.self_attn.v_proj	22	self_attn.v_proj	96	0.04688	0.0002736	0.0002208	0.807	' '	0.04154	0.04155	' ' 0.0415->0.0416; '?\n' 0.0752->0.0751; '??' 0.0111->0.0111; '____' 0.00488->0.00487; '?\n' 0.00811->0.00812
layers.23.mlp.down_proj	23	mlp.down_proj	42	0.01367	0.0002634	0.000213	0.809	'?\n'	0.07516	0.07521	'?\n' 0.0752->0.0752; ' ' 0.0415->0.0415; '____' 0.00488->0.00487; ' Rule' 5.04e-05->5.45e-05; '????' 0.00654->0.00654
layers.23.mlp.down_proj	23	mlp.down_proj	257	0.08789	0.0002738	0.000225	0.822	'?\n'	0.07516	0.07503	'?\n' 0.0752->0.075; ' ' 0.0415->0.0414; '???' 0.00613->0.00611; ' -' 0.006->0.00599; '????' 0.00654->0.00653
layers.23.mlp.down_proj	23	mlp.down_proj	700	0.373	0.0002601	0.0002101	0.808	'?\n'	0.07516	0.07517	'?\n' 0.0752->0.0752; '?' 0.00996->0.00996; '____' 0.00488->0.00488; ' ' 0.0415->0.0415; '+' 0.00156->0.00156
layers.23.self_attn.o_proj	23	self_attn.o_proj	9	1	0.0002686	0.0002187	0.814	' '	0.04154	0.04158	' ' 0.0415->0.0416; '____' 0.00488->0.00487; '?\n' 0.0752->0.0752; '?' 0.00996->0.00996; ' -' 0.006->0.006
layers.23.self_attn.o_proj	23	self_attn.o_proj	318	1	0.0002717	0.0002243	0.826	'?\n'	0.07516	0.07513	'?\n' 0.0752->0.0751; '?' 0.00996->0.00994; ' ' 0.0415->0.0415; '____' 0.00488->0.00487; '??' 0.0111->0.0111
layers.23.self_attn.o_proj	23	self_attn.o_proj	323	0.1797	0.0002686	0.0002177	0.81	' '	0.04154	0.04156	' ' 0.0415->0.0416; '?' 0.00996->0.00995; '____' 0.00488->0.00487; '?\n' 0.00811->0.00812; '????' 0.00654->0.00654
layers.24.mlp.down_proj	24	mlp.down_proj	97	0.08594	0.000253	0.0002071	0.819	'?\n'	0.07516	0.07521	'?\n' 0.0752->0.0752; ' ' 0.0415->0.0415; '____' 0.00488->0.00487; '?' 0.00996->0.00995; ' (' 0.00526->0.00526
layers.24.mlp.down_proj	24	mlp.down_proj	258	1	0.0002589	0.0002111	0.815	'?\n'	0.07516	0.07509	'?\n' 0.0752->0.0751; ' ' 0.0415->0.0415; '____' 0.00488->0.00487; '?' 0.00996->0.00995; '??' 0.0111->0.0111
layers.24.mlp.down_proj	24	mlp.down_proj	272	0.6445	0.0002595	0.0002102	0.81	'____'	0.004883	0.004869	'____' 0.00488->0.00487; '?\n' 0.00811->0.00812; '?\n' 0.0752->0.0752; ' ' 0.0415->0.0415; '?' 0.00996->0.00996
layers.24.mlp.down_proj	24	mlp.down_proj	866	1	0.0002588	0.0002082	0.805	'?'	0.009965	0.009936	'?' 0.00996->0.00994; '?\n' 0.0752->0.0751; '____' 0.00488->0.00487; '??' 0.0111->0.0111; ' (' 0.00526->0.00526
layers.24.mlp.gate_proj	24	mlp.gate_proj	24	0.01562	0.0002542	0.0002063	0.812	' '	0.04154	0.0415	' ' 0.0415->0.0415; '?\n' 0.0752->0.0752; ' (' 0.00526->0.00525; '???' 0.00613->0.00614; '????' 0.00654->0.00654
layers.24.mlp.gate_proj	24	mlp.gate_proj	128	1	0.000256	0.0002107	0.823	' '	0.04154	0.04149	' ' 0.0415->0.0415; '??' 0.0111->0.0111; '?' 0.00996->0.00996; '?\n' 0.0752->0.0752; ' -' 0.006->0.00599
layers.24.mlp.gate_proj	24	mlp.gate_proj	141	1	0.0002527	0.0002071	0.82	'?\n'	0.07516	0.07514	'?\n' 0.0752->0.0751; '?' 0.00996->0.00995; '____' 0.00488->0.00487; ' -' 0.006->0.00599; '?\n' 0.00811->0.0081
layers.24.mlp.gate_proj	24	mlp.gate_proj	142	1	0.0002594	0.0002113	0.815	'?\n'	0.07516	0.07514	'?\n' 0.0752->0.0751; '??' 0.0111->0.0111; '____' 0.00488->0.00487; ' ' 0.0415->0.0415; '?' 0.00996->0.00996
layers.24.mlp.gate_proj	24	mlp.gate_proj	143	0.8516	0.0002571	0.0002096	0.815	' '	0.04154	0.04151	' ' 0.0415->0.0415; '____' 0.00488->0.00487; '?' 0.00996->0.00996; '???' 0.00613->0.00613; ' (' 0.00526->0.00526
layers.24.mlp.gate_proj	24	mlp.gate_proj	196	1	0.0002505	0.0002057	0.821	'?\n'	0.07516	0.07512	'?\n' 0.0752->0.0751; '?' 0.00996->0.00995; '____' 0.00488->0.00487; '?\n' 0.00811->0.00811; ' (' 0.00526->0.00527
layers.24.mlp.gate_proj	24	mlp.gate_proj	261	0.3867	0.0002586	0.0002119	0.819	' '	0.04154	0.04151	' ' 0.0415->0.0415; '?\n' 0.0752->0.0752; '??' 0.0111->0.0111; '____' 0.00488->0.00488; '?' 0.00996->0.00996
layers.24.mlp.gate_proj	24	mlp.gate_proj	352	1	0.0002593	0.0002104	0.812	' '	0.04154	0.04151	' ' 0.0415->0.0415; '?\n' 0.0752->0.0752; '____' 0.00488->0.00487; '?' 0.00996->0.00996; ' (' 0.00526->0.00526
layers.24.mlp.gate_proj	24	mlp.gate_proj	487	0.04102	0.000259	0.0002101	0.811	'?\n'	0.07516	0.07514	'?\n' 0.0752->0.0751; ' ' 0.0415->0.0416; '??' 0.0111->0.0111; ' -' 0.006->0.00601; '____' 0.00488->0.00488
layers.24.mlp.gate_proj	24	mlp.gate_proj	577	0.3555	0.0002557	0.0002073	0.811	' '	0.04154	0.04149	' ' 0.0415->0.0415; '??' 0.0111->0.0111; '____' 0.00488->0.00487; '?' 0.00996->0.00996; '????' 0.00654->0.00653
layers.24.mlp.gate_proj	24	mlp.gate_proj	615	1	0.0002492	0.0002042	0.819	'?\n'	0.07516	0.07511	'?\n' 0.0752->0.0751; '?' 0.00996->0.00996; '??' 0.0111->0.0111; '?\n' 0.00811->0.0081; '____' 0.00488->0.00488
layers.24.mlp.gate_proj	24	mlp.gate_proj	669	0.4258	0.0002544	0.0002086	0.82	'?\n'	0.07516	0.07521	'?\n' 0.0752->0.0752; ' ' 0.0415->0.0415; '?' 0.00996->0.00995; '____' 0.00488->0.00487; ' (' 0.00526->0.00525
layers.24.mlp.gate_proj	24	mlp.gate_proj	737	1	0.0002525	0.0002069	0.82	' '	0.04154	0.04156	' ' 0.0415->0.0416; '____' 0.00488->0.00487; '??' 0.0111->0.0111; ' (' 0.00526->0.00527; '?\n' 0.0752->0.0752
layers.24.self_attn.o_proj	24	self_attn.o_proj	10	0.1016	0.0002596	0.0002081	0.802	'?\n'	0.07516	0.0751	'?\n' 0.0752->0.0751; ' ' 0.0415->0.0416; '____' 0.00488->0.00488; '?' 0.00996->0.00996; '?\n' 0.00811->0.00812
layers.24.self_attn.o_proj	24	self_attn.o_proj	21	0.06055	0.0002547	0.0002053	0.806	'?\n'	0.07516	0.0751	'?\n' 0.0752->0.0751; ' ' 0.0415->0.0416; '?\n' 0.00811->0.0081; '?' 0.00996->0.00995; '____' 0.00488->0.00487
layers.24.self_attn.o_proj	24	self_attn.o_proj	26	0.9141	0.0002586	0.0002109	0.816	' '	0.04154	0.04156	' ' 0.0415->0.0416; '?\n' 0.0752->0.0752; '?' 0.00996->0.00996; '??' 0.0111->0.0111; '?\n' 0.00811->0.0081
layers.24.self_attn.o_proj	24	self_attn.o_proj	54	0.0957	0.0002548	0.0002072	0.813	' '	0.04154	0.04151	' ' 0.0415->0.0415; '?\n' 0.0752->0.0752; '____' 0.00488->0.00488; '??' 0.0111->0.0111; ' -' 0.006->0.00599
layers.24.self_attn.o_proj	24	self_attn.o_proj	72	0.2031	0.0002551	0.0002078	0.815	'?\n'	0.07516	0.07513	'?\n' 0.0752->0.0751; '?' 0.00996->0.00994; ' ' 0.0415->0.0415; '??' 0.0111->0.0111; '????' 0.00654->0.00654
layers.24.self_attn.o_proj	24	self_attn.o_proj	232	0.5898	0.0002576	0.0002102	0.816	'?\n'	0.07516	0.07512	'?\n' 0.0752->0.0751; ' ' 0.0415->0.0415; '?' 0.00996->0.00995; '____' 0.00488->0.00488; '?\n' 0.00811->0.00812
layers.24.self_attn.o_proj	24	self_attn.o_proj	321	0.9766	0.0002617	0.0002115	0.808	'?\n'	0.07516	0.07514	'?\n' 0.0752->0.0751; ' ' 0.0415->0.0415; ' -' 0.006->0.00599; '____' 0.00488->0.00487; '??' 0.0111->0.0111
layers.24.self_attn.o_proj	24	self_attn.o_proj	394	1	0.0002619	0.0002118	0.809	'?\n'	0.07516	0.0751	'?\n' 0.0752->0.0751; '?' 0.00996->0.00995; '____' 0.00488->0.00487; ' ' 0.0415->0.0415; ' -' 0.006->0.00599
layers.25.mlp.down_proj	25	mlp.down_proj	265	1	0.0002456	0.000199	0.81	'?\n'	0.07516	0.07519	'?\n' 0.0752->0.0752; '?' 0.00996->0.00994; ' ' 0.0415->0.0415; '____' 0.00488->0.00487; '??' 0.0111->0.0111
layers.25.mlp.down_proj	25	mlp.down_proj	332	1	0.0002467	0.0002017	0.818	' '	0.04154	0.04151	' ' 0.0415->0.0415; '?\n' 0.0752->0.0752; '____' 0.00488->0.00488; '?' 0.00996->0.00996; '??' 0.0111->0.0111
layers.25.mlp.down_proj	25	mlp.down_proj	592	1	0.000251	0.0002046	0.815	'?\n'	0.07516	0.07512	'?\n' 0.0752->0.0751; ' ' 0.0415->0.0415; '?' 0.00996->0.00994; '____' 0.00488->0.00487; ' -' 0.006->0.00599
layers.25.mlp.up_proj	25	mlp.up_proj	372	1	0.0002443	0.0002005	0.821	' '	0.04154	0.04151	' ' 0.0415->0.0415; '?' 0.00996->0.00994; '??' 0.0111->0.0111; '?\n' 0.0752->0.0752; '????' 0.00654->0.00654
layers.25.self_attn.o_proj	25	self_attn.o_proj	86	0.8906	0.0002484	0.0002059	0.829	'?\n'	0.07516	0.07511	'?\n' 0.0752->0.0751; ' ' 0.0415->0.0415; '?' 0.00996->0.00995; '____' 0.00488->0.00487; '?\n' 0.00811->0.0081
layers.25.self_attn.o_proj	25	self_attn.o_proj	220	0.01367	0.0002499	0.0002035	0.815	' '	0.04154	0.04157	' ' 0.0415->0.0416; '?\n' 0.0752->0.0751; '____' 0.00488->0.00488; '??' 0.0111->0.0111; '????' 0.00654->0.00654
layers.26.mlp.down_proj	26	mlp.down_proj	1	0.01758	0.0002382	0.0001939	0.814	' '	0.04154	0.0415	' ' 0.0415->0.0415; '?\n' 0.0752->0.0752; '?' 0.00996->0.00995; '????' 0.00654->0.00654; '???' 0.00613->0.00613
layers.26.mlp.down_proj	26	mlp.down_proj	32	0.3262	0.0002401	0.0001951	0.813	' '	0.04154	0.0415	' ' 0.0415->0.0415; '?\n' 0.0752->0.0752; '???' 0.00613->0.00614; '????' 0.00654->0.00654; '?\n' 0.00811->0.00812
layers.26.mlp.down_proj	26	mlp.down_proj	50	1	0.0002379	0.0001957	0.822	' '	0.04154	0.04156	' ' 0.0415->0.0416; '?\n' 0.0752->0.0751; '?' 0.00996->0.00995; '??' 0.0111->0.0111; '____' 0.00488->0.00488
layers.26.mlp.down_proj	26	mlp.down_proj	69	0.8047	0.000239	0.0001936	0.81	' '	0.04154	0.04152	' ' 0.0415->0.0415; '?\n' 0.0752->0.0751; '?\n' 0.00811->0.0081; '____' 0.00488->0.00488; '?' 0.00996->0.00996
layers.26.mlp.down_proj	26	mlp.down_proj	99	1	0.0002472	0.0001993	0.806	'?\n'	0.07516	0.0751	'?\n' 0.0752->0.0751; '?' 0.00996->0.00994; '____' 0.00488->0.00488; ' -' 0.006->0.00599; '?\n' 0.00811->0.00811
layers.26.mlp.down_proj	26	mlp.down_proj	156	1	0.0002404	0.0001975	0.822	' '	0.04154	0.04151	' ' 0.0415->0.0415; '?\n' 0.0752->0.0752; '?' 0.00996->0.00995; '??' 0.0111->0.0112; '____' 0.00488->0.00488
layers.26.mlp.down_proj	26	mlp.down_proj	203	1	0.0002409	0.0001961	0.814	' '	0.04154	0.0415	' ' 0.0415->0.0415; '?\n' 0.0752->0.0751; '?' 0.00996->0.00995; '??' 0.0111->0.0111; ' (' 0.00526->0.00526
layers.26.mlp.down_proj	26	mlp.down_proj	243	1	0.0002402	0.0001997	0.831	'?\n'	0.07516	0.07521	'?\n' 0.0752->0.0752; ' ' 0.0415->0.0415; '??' 0.0111->0.0111; ' -' 0.006->0.00599; '____' 0.00488->0.00487
layers.26.mlp.down_proj	26	mlp.down_proj	251	1	0.0002386	0.000196	0.821	'?\n'	0.07516	0.07519	'?\n' 0.0752->0.0752; ' ' 0.0415->0.0415; '?' 0.00996->0.00995; '??' 0.0111->0.0111; '____' 0.00488->0.00487
layers.26.mlp.down_proj	26	mlp.down_proj	318	0.3711	0.0002416	0.0001963	0.812	'?\n'	0.07516	0.07507	'?\n' 0.0752->0.0751; '?' 0.00996->0.00995; '???' 0.00613->0.00614; '????' 0.00654->0.00654; '____' 0.00488->0.00488
layers.26.mlp.down_proj	26	mlp.down_proj	344	1	0.0002365	0.0001952	0.826	'?\n'	0.07516	0.07514	'?\n' 0.0752->0.0751; '?' 0.00996->0.00996; ' ' 0.0415->0.0415; '????' 0.00654->0.00654; '?\n' 0.00811->0.00811
layers.26.mlp.down_proj	26	mlp.down_proj	362	0.6484	0.0002386	0.0001968	0.825	'?\n'	0.07516	0.0752	'?\n' 0.0752->0.0752; ' ' 0.0415->0.0415; '?' 0.00996->0.00996; '?\n' 0.00811->0.00812; '????' 0.00654->0.00654
layers.26.mlp.down_proj	26	mlp.down_proj	391	0.06445	0.0002352	0.0001922	0.817	'?\n'	0.07516	0.07513	'?\n' 0.0752->0.0751; '?' 0.00996->0.00994; ' ' 0.0415->0.0415; ' (' 0.00526->0.00525; '____' 0.00488->0.00488
layers.26.mlp.down_proj	26	mlp.down_proj	425	1	0.0002366	0.0001955	0.826	'?\n'	0.07516	0.0751	'?\n' 0.0752->0.0751; ' ' 0.0415->0.0415; '?' 0.00996->0.00995; '____' 0.00488->0.00488; '????' 0.00654->0.00654
layers.26.mlp.down_proj	26	mlp.down_proj	432	1	0.0002435	0.0002008	0.825	' '	0.04154	0.04148	' ' 0.0415->0.0415; '?\n' 0.0752->0.0752; '?' 0.00996->0.00995; '????' 0.00654->0.00655; ' -' 0.006->0.00599
layers.26.mlp.down_proj	26	mlp.down_proj	574	1	0.0002373	0.0001955	0.824	' '	0.04154	0.04148	' ' 0.0415->0.0415; '?' 0.00996->0.00996; '____' 0.00488->0.00488; '???' 0.00613->0.00613; '????' 0.00654->0.00654
layers.26.mlp.down_proj	26	mlp.down_proj	991	1	0.0002399	0.000196	0.817	' '	0.04154	0.04149	' ' 0.0415->0.0415; '?' 0.00996->0.00995; '____' 0.00488->0.00488; ' (' 0.00526->0.00526; '??' 0.0111->0.0111
layers.26.mlp.gate_proj	26	mlp.gate_proj	262	0.1328	0.0002369	0.0001948	0.822	'?\n'	0.07516	0.07514	'?\n' 0.0752->0.0751; '____' 0.00488->0.00488; '???' 0.00613->0.00613; ' -' 0.006->0.006; '????' 0.00654->0.00654
layers.26.mlp.gate_proj	26	mlp.gate_proj	454	0.5547	0.0002467	0.0002039	0.827	'?\n'	0.07516	0.07513	'?\n' 0.0752->0.0751; ' ' 0.0415->0.0415; '?' 0.00996->0.00995; ' (' 0.00526->0.00526; '??' 0.0111->0.0111
layers.26.mlp.gate_proj	26	mlp.gate_proj	714	1	0.0002369	0.0001944	0.82	'____'	0.004883	0.004873	'____' 0.00488->0.00487; '?\n' 0.0752->0.0752; '???' 0.00613->0.00613; ' ' 0.0415->0.0415; ' (' 0.00526->0.00527
layers.26.mlp.up_proj	26	mlp.up_proj	76	0.8672	0.0002386	0.0001953	0.818	'?\n'	0.07516	0.07512	'?\n' 0.0752->0.0751; ' ' 0.0415->0.0415; '?' 0.00996->0.00996; '____' 0.00488->0.00488; '??' 0.0111->0.0111
layers.26.mlp.up_proj	26	mlp.up_proj	235	0.4648	0.0002406	0.0001958	0.814	'?\n'	0.07516	0.07523	'?\n' 0.0752->0.0752; ' ' 0.0415->0.0415; '?' 0.00996->0.00995; ' -' 0.006->0.00599; '____' 0.00488->0.00488
layers.26.mlp.up_proj	26	mlp.up_proj	810	1	0.0002441	0.0001992	0.816	'?\n'	0.07516	0.07512	'?\n' 0.0752->0.0751; ' ' 0.0415->0.0415; '?' 0.00996->0.00995; '??' 0.0111->0.0111; '____' 0.00488->0.00488
layers.27.mlp.down_proj	27	mlp.down_proj	34	1	0.0002312	0.0001915	0.829	' '	0.04154	0.04151	' ' 0.0415->0.0415; '?' 0.00996->0.00994; ' -' 0.006->0.00599; ' (' 0.00526->0.00526; '??' 0.0111->0.0111
layers.27.mlp.down_proj	27	mlp.down_proj	40	1	0.0002322	0.0001882	0.811	'?\n'	0.07516	0.07511	'?\n' 0.0752->0.0751; ' ' 0.0415->0.0416; '?' 0.00996->0.00995; '??' 0.0111->0.0111; ' (' 0.00526->0.00526
layers.27.mlp.down_proj	27	mlp.down_proj	53	0.8672	0.0002361	0.0001924	0.815	' '	0.04154	0.0415	' ' 0.0415->0.0415; '?' 0.00996->0.00995; '____' 0.00488->0.00487; '?\n' 0.00811->0.0081; '?\n' 0.0752->0.0752
layers.27.mlp.down_proj	27	mlp.down_proj	70	1	0.0002234	0.0001833	0.821	'?\n'	0.07516	0.07511	'?\n' 0.0752->0.0751; ' ' 0.0415->0.0415; ' -' 0.006->0.00599; '???' 0.00613->0.00614; '?' 0.00996->0.00996
layers.27.mlp.down_proj	27	mlp.down_proj	83	0.9492	0.0002353	0.0001925	0.818	' '	0.04154	0.0415	' ' 0.0415->0.0415; '?' 0.00996->0.00995; '?\n' 0.0752->0.0752; ' (' 0.00526->0.00526; '??' 0.0111->0.0111
layers.27.mlp.down_proj	27	mlp.down_proj	96	0.06055	0.0002308	0.0001896	0.821	'?\n'	0.07516	0.07513	'?\n' 0.0752->0.0751; ' ' 0.0415->0.0415; '____' 0.00488->0.00487; '??' 0.0111->0.0111; '?' 0.00996->0.00996
layers.27.mlp.down_proj	27	mlp.down_proj	108	0.1953	0.0002291	0.0001882	0.822	'?\n'	0.07516	0.07513	'?\n' 0.0752->0.0751; '?' 0.00996->0.00995; ' ' 0.0415->0.0415; '????' 0.00654->0.00654; ' (' 0.00526->0.00526
layers.27.mlp.down_proj	27	mlp.down_proj	111	1	0.0002306	0.0001878	0.814	'???'	0.006127	0.006138	'???' 0.00613->0.00614; '?\n' 0.0752->0.0752; '____' 0.00488->0.00487; '??' 0.0111->0.0111; '?' 0.00996->0.00996
layers.27.mlp.down_proj	27	mlp.down_proj	120	0.9219	0.0002313	0.0001873	0.81	'?\n'	0.07516	0.07503	'?\n' 0.0752->0.075; '?' 0.00996->0.00995; ' ' 0.0415->0.0415; '____' 0.00488->0.00488; '?\n' 0.00811->0.00811
layers.27.mlp.down_proj	27	mlp.down_proj	131	0.7695	0.0002284	0.0001895	0.829	'?\n'	0.07516	0.07508	'?\n' 0.0752->0.0751; ' ' 0.0415->0.0416; '?' 0.00996->0.00995; ' -' 0.006->0.00601; '?\n' 0.00811->0.0081
layers.27.mlp.down_proj	27	mlp.down_proj	174	0.05273	0.0002281	0.0001863	0.817	' '	0.04154	0.0415	' ' 0.0415->0.0415; '?' 0.00996->0.00995; '??' 0.0111->0.0111; '????' 0.00654->0.00654; '____' 0.00488->0.00488
layers.27.mlp.down_proj	27	mlp.down_proj	177	1	0.0002343	0.000195	0.832	'?\n'	0.07516	0.0752	'?\n' 0.0752->0.0752; ' ' 0.0415->0.0416; '??' 0.0111->0.0111; '?\n' 0.00811->0.00812; '____' 0.00488->0.00488
layers.27.mlp.down_proj	27	mlp.down_proj	199	0.9219	0.0002367	0.0001937	0.818	' '	0.04154	0.04156	' ' 0.0415->0.0416; '?' 0.00996->0.00994; '?\n' 0.0752->0.0752; ' -' 0.006->0.00599; '??' 0.0111->0.0111
layers.27.mlp.down_proj	27	mlp.down_proj	212	0.9961	0.0002276	0.0001875	0.824	'?\n'	0.07516	0.07514	'?\n' 0.0752->0.0751; '?' 0.00996->0.00995; '??' 0.0111->0.0111; '???' 0.00613->0.00614; '?\n' 0.00811->0.00812
layers.27.mlp.down_proj	27	mlp.down_proj	273	1	0.0002295	0.0001872	0.815	' '	0.04154	0.04148	' ' 0.0415->0.0415; '?\n' 0.0752->0.0751; '?' 0.00996->0.00995; '??' 0.0111->0.0111; '____' 0.00488->0.00487
layers.27.mlp.down_proj	27	mlp.down_proj	306	1	0.0002278	0.0001876	0.824	'?\n'	0.07516	0.07513	'?\n' 0.0752->0.0751; ' ' 0.0415->0.0416; '?' 0.00996->0.00995; '??' 0.0111->0.0111; ' -' 0.006->0.00599
layers.27.mlp.down_proj	27	mlp.down_proj	414	0.3125	0.0002237	0.0001848	0.826	' '	0.04154	0.04148	' ' 0.0415->0.0415; '??' 0.0111->0.0111; '____' 0.00488->0.00487; '?' 0.00996->0.00996; ' (' 0.00526->0.00526
layers.27.mlp.down_proj	27	mlp.down_proj	425	1	0.0002328	0.0001923	0.826	'?\n'	0.07516	0.07511	'?\n' 0.0752->0.0751; ' ' 0.0415->0.0415; '?' 0.00996->0.00996; '??' 0.0111->0.0111; '____' 0.00488->0.00488
layers.27.mlp.down_proj	27	mlp.down_proj	436	0.02344	0.0002269	0.0001873	0.825	'?\n'	0.07516	0.07518	'?\n' 0.0752->0.0752; '?' 0.00996->0.00995; ' (' 0.00526->0.00526; '____' 0.00488->0.00488; ' -' 0.006->0.00599
layers.27.mlp.down_proj	27	mlp.down_proj	725	0.125	0.0002305	0.0001888	0.819	'?\n'	0.07516	0.07512	'?\n' 0.0752->0.0751; '?' 0.00996->0.00995; '____' 0.00488->0.00487; '????' 0.00654->0.00654; ' ' 0.0415->0.0415
layers.27.mlp.down_proj	27	mlp.down_proj	1012	0.0625	0.0002273	0.0001865	0.821	' '	0.04154	0.04149	' ' 0.0415->0.0415; '??' 0.0111->0.0111; '???' 0.00613->0.00613; ' (' 0.00526->0.00526; '?\n' 0.0752->0.0752
layers.27.mlp.gate_proj	27	mlp.gate_proj	213	1	0.0002353	0.0001917	0.815	'?\n'	0.07516	0.0751	'?\n' 0.0752->0.0751; ' ' 0.0415->0.0416; '?' 0.00996->0.00996; '____' 0.00488->0.00488; '?\n' 0.00811->0.0081
layers.27.mlp.gate_proj	27	mlp.gate_proj	336	0.1133	0.0002309	0.0001882	0.815	' '	0.04154	0.04151	' ' 0.0415->0.0415; '?\n' 0.0752->0.0751; '?' 0.00996->0.00995; '____' 0.00488->0.00487; '???' 0.00613->0.00614
layers.27.mlp.gate_proj	27	mlp.gate_proj	484	0.8672	0.0002331	0.0001917	0.823	'?\n'	0.07516	0.07521	'?\n' 0.0752->0.0752; ' ' 0.0415->0.0415; '??' 0.0111->0.0111; '?' 0.00996->0.00996; '???' 0.00613->0.00613
layers.27.mlp.gate_proj	27	mlp.gate_proj	516	1	0.0002296	0.0001887	0.822	' '	0.04154	0.04151	' ' 0.0415->0.0415; '____' 0.00488->0.00487; '?' 0.00996->0.00996; ' -' 0.006->0.00599; '?\n' 0.0752->0.0752
layers.27.mlp.up_proj	27	mlp.up_proj	5	0.01172	0.0002315	0.0001902	0.821	'?\n'	0.07516	0.0751	'?\n' 0.0752->0.0751; '?' 0.00996->0.00996; '???' 0.00613->0.00613; '??' 0.0111->0.0111; ' ' 0.0415->0.0415
layers.27.mlp.up_proj	27	mlp.up_proj	226	1	0.000228	0.0001886	0.827	'?\n'	0.07516	0.07512	'?\n' 0.0752->0.0751; ' ' 0.0415->0.0415; '____' 0.00488->0.00488; ' -' 0.006->0.00599; '???' 0.00613->0.00613
layers.27.mlp.up_proj	27	mlp.up_proj	278	0.01758	0.0002359	0.000193	0.818	' '	0.04154	0.04152	' ' 0.0415->0.0415; '?' 0.00996->0.00995; '??' 0.0111->0.0111; '____' 0.00488->0.00488; ' -' 0.006->0.00599
layers.27.mlp.up_proj	27	mlp.up_proj	530	0.07227	0.0002294	0.0001865	0.813	' '	0.04154	0.0415	' ' 0.0415->0.0415; '?\n' 0.0752->0.0751; '?' 0.00996->0.00995; '____' 0.00488->0.00487; '??' 0.0111->0.0111
layers.28.mlp.down_proj	28	mlp.down_proj	42	0.1113	0.0002093	0.0001735	0.829	' '	0.04154	0.04149	' ' 0.0415->0.0415; '?' 0.00996->0.00995; ' -' 0.006->0.00599; ' (' 0.00526->0.00526; '??' 0.0111->0.0111
layers.28.mlp.down_proj	28	mlp.down_proj	139	0.06055	0.0002187	0.0001803	0.825	'?\n'	0.07516	0.07511	'?\n' 0.0752->0.0751; ' ' 0.0415->0.0416; '??' 0.0111->0.0111; '?' 0.00996->0.00996; '?\n' 0.00811->0.00811
layers.28.mlp.down_proj	28	mlp.down_proj	149	0.3711	0.0002149	0.0001783	0.829	' '	0.04154	0.04149	' ' 0.0415->0.0415; '?' 0.00996->0.00995; ' -' 0.006->0.00599; '?\n' 0.00811->0.0081; '?\n' 0.0752->0.0752
layers.28.mlp.down_proj	28	mlp.down_proj	151	1	0.0002198	0.0001824	0.83	'?\n'	0.07516	0.07511	'?\n' 0.0752->0.0751; ' ' 0.0415->0.0415; '?' 0.00996->0.00995; '____' 0.00488->0.00488; '??' 0.0111->0.0111
layers.28.mlp.down_proj	28	mlp.down_proj	164	0.08008	0.0002182	0.0001801	0.825	'?\n'	0.07516	0.07507	'?\n' 0.0752->0.0751; ' ' 0.0415->0.0416; '?' 0.00996->0.00995; '____' 0.00488->0.00488; ' -' 0.006->0.00599
layers.28.mlp.down_proj	28	mlp.down_proj	229	0.08789	0.0002158	0.0001776	0.823	'?\n'	0.07516	0.07512	'?\n' 0.0752->0.0751; '?' 0.00996->0.00995; '____' 0.00488->0.00487; ' ' 0.0415->0.0415; '??' 0.0111->0.0111
layers.28.mlp.down_proj	28	mlp.down_proj	242	0.07812	0.00022	0.0001801	0.819	'?\n'	0.07516	0.07511	'?\n' 0.0752->0.0751; ' ' 0.0415->0.0415; '????' 0.00654->0.00654; '???' 0.00613->0.00613; ' -' 0.006->0.00599
layers.28.mlp.down_proj	28	mlp.down_proj	358	0.9688	0.000213	0.0001758	0.826	'?'	0.009965	0.009949	'?' 0.00996->0.00995; '?\n' 0.0752->0.0752; '?\n' 0.00811->0.00812; ' (' 0.00526->0.00526; '____' 0.00488->0.00488
layers.28.mlp.down_proj	28	mlp.down_proj	401	0.5195	0.0002182	0.0001791	0.821	' '	0.04154	0.04154	' ' 0.0415->0.0415; '____' 0.00488->0.00487; ' -' 0.006->0.00599; '?' 0.00996->0.00996; '?\n' 0.0752->0.0752
